epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,198.624,0.74721,0.57309,0.87618,0.96348,0.9435,0.95909,0.79854,0.62426,0.48916,0.87867,0.000770034,0.000770034,0.000770034
33,204.465,0.75118,0.57472,0.86978,0.95691,0.9572,0.96316,0.80392,0.63034,0.48798,0.87568,0.000759035,0.000759035,0.000759035
34,210.189,0.75084,0.56232,0.87013,0.9663,0.96158,0.96472,0.78975,0.64335,0.48825,0.88028,0.000748036,0.000748036,0.000748036
35,215.917,0.74867,0.55591,0.86775,0.96875,0.95318,0.96534,0.80267,0.60829,0.46921,0.8675,0.000737037,0.000737037,0.000737037
36,221.62,0.70402,0.53269,0.86966,0.95951,0.94954,0.95932,0.80573,0.57941,0.4653,0.87498,0.000726038,0.000726038,0.000726038
37,227.348,0.73978,0.55178,0.87265,0.95292,0.95327,0.96285,0.80383,0.61046,0.48058,0.86865,0.00071504,0.00071504,0.00071504
38,233.037,0.7274,0.53029,0.86217,0.97107,0.94072,0.96387,0.7993,0.63294,0.48916,0.86851,0.000704041,0.000704041,0.000704041
39,238.862,0.71067,0.53728,0.86727,0.96721,0.94392,0.96338,0.8042,0.63158,0.47384,0.87794,0.000693042,0.000693042,0.000693042
40,244.557,0.73005,0.53057,0.86114,0.95902,0.96162,0.96411,0.79623,0.62663,0.47025,0.86997,0.000682043,0.000682043,0.000682043
41,250.27,0.69827,0.51585,0.86115,0.97473,0.9389,0.96365,0.80345,0.63808,0.47765,0.88093,0.000671044,0.000671044,0.000671044
42,255.981,0.71415,0.52402,0.86867,0.96583,0.95883,0.96335,0.8165,0.58561,0.46907,0.86909,0.000660045,0.000660045,0.000660045
43,261.744,0.71926,0.52287,0.86178,0.96138,0.96038,0.96547,0.81642,0.59077,0.44541,0.87047,0.000649046,0.000649046,0.000649046
44,267.648,0.68747,0.51881,0.85898,0.97185,0.95532,0.96576,0.81319,0.59014,0.44516,0.87008,0.000638047,0.000638047,0.000638047
45,273.419,0.69352,0.5179,0.85879,0.95447,0.95674,0.96554,0.80936,0.60683,0.45308,0.87557,0.000627048,0.000627048,0.000627048
46,279.126,0.69371,0.51708,0.86152,0.96052,0.95169,0.95937,0.80771,0.60646,0.47408,0.86751,0.000616049,0.000616049,0.000616049
47,284.843,0.69245,0.49964,0.85736,0.95583,0.95434,0.96237,0.81402,0.57487,0.46149,0.85933,0.000605051,0.000605051,0.000605051
48,290.548,0.66737,0.49789,0.85468,0.96684,0.94685,0.9662,0.81934,0.58885,0.4531,0.8668,0.000594052,0.000594052,0.000594052
49,296.411,0.67807,0.49896,0.85972,0.96181,0.96409,0.96518,0.81845,0.57328,0.43984,0.8678,0.000583053,0.000583053,0.000583053
50,302.193,0.6948,0.50797,0.86219,0.96012,0.96098,0.96931,0.80019,0.6259,0.45327,0.87384,0.000572054,0.000572054,0.000572054
51,308.004,0.67197,0.48555,0.85334,0.96459,0.96494,0.96416,0.81572,0.59278,0.46513,0.86698,0.000561055,0.000561055,0.000561055
52,313.706,0.67113,0.49023,0.84753,0.95967,0.95497,0.96386,0.81161,0.58806,0.44309,0.86197,0.000550056,0.000550056,0.000550056
53,319.432,0.65143,0.47553,0.84668,0.96421,0.96547,0.96659,0.82215,0.55815,0.42008,0.85348,0.000539057,0.000539057,0.000539057
54,325.264,0.66799,0.48675,0.85538,0.9724,0.96157,0.96591,0.81504,0.5793,0.43689,0.86045,0.000528058,0.000528058,0.000528058
55,330.982,0.66116,0.47845,0.84893,0.95933,0.96198,0.96759,0.82588,0.56214,0.41947,0.86114,0.000517059,0.000517059,0.000517059
56,336.73,0.6816,0.49444,0.85533,0.9693,0.96579,0.96546,0.81805,0.57549,0.43867,0.85671,0.00050606,0.00050606,0.00050606
57,342.484,0.64577,0.4633,0.85005,0.96643,0.95722,0.96285,0.82672,0.54621,0.42923,0.85331,0.000495062,0.000495062,0.000495062
58,348.267,0.63701,0.4674,0.84033,0.96329,0.96132,0.96627,0.82991,0.55863,0.42525,0.85517,0.000484063,0.000484063,0.000484063
59,354.099,0.62633,0.45012,0.83556,0.9682,0.96216,0.97003,0.83196,0.54187,0.42307,0.85792,0.000473064,0.000473064,0.000473064
60,359.82,0.64513,0.46917,0.84872,0.96275,0.95684,0.96559,0.82735,0.54878,0.42887,0.85425,0.000462065,0.000462065,0.000462065
61,365.548,0.63671,0.45565,0.84371,0.97085,0.95928,0.96629,0.81287,0.58906,0.42892,0.8561,0.000451066,0.000451066,0.000451066
62,371.261,0.63283,0.45345,0.84041,0.97292,0.95942,0.96547,0.82681,0.55008,0.42241,0.8521,0.000440067,0.000440067,0.000440067
63,376.987,0.62306,0.44361,0.84725,0.96638,0.96271,0.96794,0.83682,0.52263,0.41789,0.85077,0.000429068,0.000429068,0.000429068
64,382.822,0.623,0.44877,0.84471,0.98026,0.94654,0.96651,0.83904,0.54034,0.41917,0.85561,0.000418069,0.000418069,0.000418069
65,388.587,0.62435,0.44404,0.84194,0.97317,0.95537,0.96738,0.82364,0.57412,0.42856,0.86436,0.00040707,0.00040707,0.00040707
66,394.3,0.6165,0.43502,0.83955,0.96687,0.95275,0.96704,0.82752,0.54679,0.42013,0.85561,0.000396071,0.000396071,0.000396071
67,399.997,0.62088,0.43657,0.83937,0.95695,0.95819,0.96615,0.83195,0.54324,0.42609,0.85383,0.000385073,0.000385073,0.000385073
68,405.664,0.63525,0.44777,0.83903,0.97913,0.94528,0.96655,0.83872,0.51558,0.4094,0.84744,0.000374074,0.000374074,0.000374074
69,411.447,0.60807,0.43557,0.84392,0.96844,0.9478,0.96508,0.82291,0.54522,0.41277,0.85166,0.000363075,0.000363075,0.000363075
70,417.1,0.60739,0.43032,0.83441,0.96683,0.95658,0.96759,0.83762,0.52177,0.41045,0.8462,0.000352076,0.000352076,0.000352076
71,422.793,0.59721,0.42127,0.83895,0.96484,0.95941,0.96871,0.83297,0.53261,0.40905,0.85185,0.000341077,0.000341077,0.000341077
72,428.504,0.59714,0.41719,0.82963,0.97263,0.95414,0.96999,0.84349,0.51134,0.39887,0.8493,0.000330078,0.000330078,0.000330078
73,434.217,0.6051,0.43275,0.83527,0.96535,0.95479,0.96933,0.83595,0.51914,0.41397,0.84786,0.000319079,0.000319079,0.000319079
74,439.993,0.60572,0.4169,0.83562,0.97183,0.94876,0.96718,0.83381,0.53027,0.40784,0.85007,0.00030808,0.00030808,0.00030808
75,445.715,0.58767,0.4123,0.83314,0.97279,0.94866,0.96805,0.84523,0.50008,0.40166,0.8453,0.000297081,0.000297081,0.000297081
76,451.406,0.58655,0.4143,0.8401,0.97259,0.95116,0.96911,0.84795,0.49422,0.38833,0.84149,0.000286083,0.000286083,0.000286083
77,457.123,0.59038,0.41103,0.82866,0.97481,0.94651,0.96712,0.82745,0.52996,0.39939,0.84563,0.000275084,0.000275084,0.000275084
78,462.801,0.58639,0.41216,0.83822,0.96835,0.95014,0.96874,0.84325,0.50455,0.4045,0.84712,0.000264085,0.000264085,0.000264085
79,468.575,0.60537,0.42929,0.83526,0.97633,0.94431,0.96664,0.84004,0.49562,0.41108,0.84848,0.000253086,0.000253086,0.000253086
80,474.232,0.57462,0.40174,0.82913,0.9696,0.94186,0.968,0.84023,0.50367,0.39498,0.8469,0.000242087,0.000242087,0.000242087
81,479.901,0.57795,0.3982,0.8298,0.96529,0.93795,0.96313,0.84501,0.49057,0.40255,0.84526,0.000231088,0.000231088,0.000231088
82,485.563,0.56829,0.40219,0.82784,0.96999,0.94627,0.96643,0.83686,0.49751,0.38859,0.84796,0.000220089,0.000220089,0.000220089
83,491.248,0.57415,0.40002,0.83331,0.97461,0.94913,0.9687,0.8519,0.475,0.38088,0.84533,0.00020909,0.00020909,0.00020909
84,496.943,0.57231,0.40358,0.83915,0.9774,0.94792,0.97008,0.84996,0.48876,0.38743,0.84654,0.000198091,0.000198091,0.000198091
85,502.72,0.58199,0.40289,0.82942,0.97271,0.94515,0.96642,0.84029,0.51149,0.38771,0.84938,0.000187092,0.000187092,0.000187092
86,508.384,0.5789,0.40269,0.82723,0.97634,0.94548,0.96831,0.84562,0.50607,0.39871,0.85881,0.000176094,0.000176094,0.000176094
87,514.065,0.56065,0.39851,0.8313,0.97424,0.94557,0.96492,0.84507,0.49524,0.39503,0.85192,0.000165095,0.000165095,0.000165095
88,519.727,0.55337,0.38461,0.82238,0.97291,0.94709,0.96714,0.84555,0.49538,0.3936,0.85099,0.000154096,0.000154096,0.000154096
89,525.419,0.54811,0.3729,0.81769,0.97195,0.95082,0.96683,0.84533,0.48253,0.39093,0.84702,0.000143097,0.000143097,0.000143097
90,531.17,0.55923,0.38537,0.82978,0.97108,0.94461,0.96509,0.85034,0.47075,0.38985,0.8439,0.000132098,0.000132098,0.000132098
91,537.811,0.51761,0.37485,0.81876,0.96923,0.95064,0.96666,0.84387,0.48198,0.38665,0.84363,0.000121099,0.000121099,0.000121099
92,543.409,0.52007,0.37002,0.82233,0.97661,0.95106,0.96655,0.84703,0.48186,0.38774,0.84725,0.0001101,0.0001101,0.0001101
93,549.018,0.50108,0.3578,0.81433,0.96955,0.95255,0.96718,0.84623,0.49404,0.40021,0.85059,9.91012e-05,9.91012e-05,9.91012e-05
94,554.608,0.50593,0.3528,0.82394,0.96896,0.94965,0.96767,0.84755,0.47239,0.3858,0.84502,8.81023e-05,8.81023e-05,8.81023e-05
95,560.335,0.49615,0.35207,0.81338,0.96859,0.94438,0.9675,0.84812,0.4757,0.38352,0.84787,7.71034e-05,7.71034e-05,7.71034e-05
96,565.911,0.49134,0.34372,0.80995,0.96884,0.95192,0.96771,0.84522,0.48215,0.38309,0.84901,6.61045e-05,6.61045e-05,6.61045e-05
97,571.507,0.48084,0.33932,0.81951,0.9714,0.95092,0.9673,0.84485,0.4823,0.38161,0.84598,5.51056e-05,5.51056e-05,5.51056e-05
98,577.077,0.47503,0.33578,0.81332,0.96599,0.94947,0.96717,0.84627,0.47924,0.3825,0.84758,4.41067e-05,4.41067e-05,4.41067e-05
99,582.683,0.48074,0.34291,0.81471,0.95777,0.9522,0.96743,0.84664,0.47435,0.38393,0.84912,3.31078e-05,3.31078e-05,3.31078e-05
100,588.409,0.48196,0.33968,0.81655,0.96281,0.94619,0.96754,0.84735,0.46857,0.38177,0.84667,2.21089e-05,2.21089e-05,2.21089e-05
