epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,141.501,0.75889,0.55442,0.8882,0.94523,0.93496,0.95527,0.78261,0.65568,0.50336,0.87806,0.000957015,0.000957015,0.000957015
16,150.895,0.78842,0.57047,0.87904,0.95487,0.94077,0.95385,0.79168,0.62542,0.51484,0.87347,0.000946016,0.000946016,0.000946016
17,160.215,0.7694,0.55722,0.8762,0.94456,0.91686,0.94674,0.77391,0.66148,0.60708,0.87968,0.000935018,0.000935018,0.000935018
18,169.55,0.75358,0.53537,0.86581,0.93567,0.94146,0.94637,0.7763,0.68241,0.50225,0.88114,0.000924019,0.000924019,0.000924019
19,178.9,0.7278,0.52476,0.87631,0.9447,0.95044,0.96034,0.77309,0.66335,0.49855,0.87599,0.00091302,0.00091302,0.00091302
20,188.216,0.7716,0.54129,0.86023,0.96637,0.9422,0.9589,0.79348,0.62809,0.48684,0.87357,0.000902021,0.000902021,0.000902021
21,197.641,0.7194,0.51403,0.86053,0.94918,0.9435,0.95912,0.81049,0.56086,0.45988,0.8614,0.000891022,0.000891022,0.000891022
22,207.05,0.71683,0.52265,0.86785,0.96746,0.91898,0.95085,0.78868,0.60832,0.55942,0.8725,0.000880023,0.000880023,0.000880023
23,216.375,0.74111,0.52764,0.86465,0.95488,0.95095,0.96052,0.79133,0.63059,0.50067,0.86949,0.000869024,0.000869024,0.000869024
24,225.699,0.69404,0.48889,0.85027,0.96693,0.94043,0.95739,0.7981,0.62648,0.48437,0.87014,0.000858025,0.000858025,0.000858025
25,235.133,0.68336,0.49819,0.85481,0.96338,0.94485,0.95174,0.79725,0.61134,0.47042,0.86447,0.000847026,0.000847026,0.000847026
26,244.432,0.70446,0.52421,0.86405,0.96489,0.94453,0.95859,0.80212,0.60081,0.46,0.86226,0.000836027,0.000836027,0.000836027
27,253.846,0.69451,0.4973,0.85157,0.96943,0.95111,0.96444,0.81059,0.58526,0.46128,0.86836,0.000825029,0.000825029,0.000825029
28,263.447,0.68259,0.48728,0.85796,0.95993,0.95014,0.96392,0.82748,0.57658,0.45403,0.86202,0.00081403,0.00081403,0.00081403
29,272.849,0.6778,0.47477,0.85122,0.96006,0.94323,0.96131,0.81023,0.59866,0.45826,0.86585,0.000803031,0.000803031,0.000803031
30,282.205,0.67819,0.47664,0.85346,0.95858,0.94486,0.96332,0.81628,0.57705,0.4277,0.85867,0.000792032,0.000792032,0.000792032
31,291.586,0.6858,0.47325,0.84226,0.96897,0.94618,0.96831,0.82632,0.577,0.43104,0.86287,0.000781033,0.000781033,0.000781033
32,300.921,0.6601,0.46451,0.85017,0.97026,0.94235,0.95867,0.81501,0.56596,0.44105,0.86061,0.000770034,0.000770034,0.000770034
33,310.346,0.6783,0.47263,0.85065,0.96216,0.94772,0.95617,0.81229,0.58538,0.4412,0.86629,0.000759035,0.000759035,0.000759035
34,319.661,0.68003,0.46686,0.84877,0.95749,0.94788,0.96274,0.80958,0.60735,0.44282,0.86369,0.000748036,0.000748036,0.000748036
35,328.986,0.66641,0.46277,0.84408,0.97537,0.94576,0.95672,0.81173,0.55097,0.44016,0.85114,0.000737037,0.000737037,0.000737037
36,338.321,0.63233,0.43832,0.84193,0.96264,0.95314,0.96593,0.82663,0.54264,0.4152,0.8527,0.000726038,0.000726038,0.000726038
37,347.664,0.65598,0.46152,0.84512,0.96073,0.9499,0.95633,0.83137,0.53859,0.42841,0.85169,0.00071504,0.00071504,0.00071504
38,357.082,0.61877,0.43442,0.83675,0.96691,0.95161,0.96187,0.8229,0.54977,0.41696,0.85415,0.000704041,0.000704041,0.000704041
39,366.523,0.61464,0.42441,0.8407,0.97933,0.95003,0.96136,0.82554,0.53507,0.40441,0.85052,0.000693042,0.000693042,0.000693042
40,375.984,0.64507,0.43492,0.83645,0.9776,0.94144,0.96433,0.82914,0.54182,0.41056,0.85844,0.000682043,0.000682043,0.000682043
41,385.391,0.6196,0.41849,0.83805,0.97748,0.95481,0.96613,0.81917,0.57023,0.41523,0.85388,0.000671044,0.000671044,0.000671044
42,394.827,0.62006,0.43543,0.83722,0.96068,0.96021,0.96461,0.83496,0.5253,0.40971,0.84983,0.000660045,0.000660045,0.000660045
43,404.371,0.63034,0.42325,0.83668,0.97088,0.95271,0.96518,0.81945,0.54888,0.4096,0.85792,0.000649046,0.000649046,0.000649046
44,413.823,0.59605,0.42119,0.83287,0.96732,0.95342,0.96358,0.82871,0.53774,0.39302,0.85414,0.000638047,0.000638047,0.000638047
45,423.278,0.60642,0.42378,0.83553,0.96865,0.95281,0.96334,0.82028,0.5501,0.41211,0.85611,0.000627048,0.000627048,0.000627048
46,432.717,0.60243,0.41777,0.83684,0.97755,0.94891,0.96248,0.84418,0.50484,0.39117,0.84544,0.000616049,0.000616049,0.000616049
47,442.229,0.59768,0.41159,0.83393,0.96841,0.95137,0.96565,0.8419,0.50764,0.39913,0.84202,0.000605051,0.000605051,0.000605051
48,451.732,0.59048,0.40066,0.8317,0.9647,0.9557,0.9651,0.82749,0.54291,0.41157,0.8484,0.000594052,0.000594052,0.000594052
49,461.051,0.6002,0.42045,0.83461,0.97291,0.95427,0.96882,0.85056,0.49849,0.38688,0.84539,0.000583053,0.000583053,0.000583053
50,470.462,0.59752,0.41343,0.84018,0.9622,0.9604,0.96247,0.83457,0.51927,0.40299,0.84698,0.000572054,0.000572054,0.000572054
51,479.761,0.59649,0.40518,0.83555,0.9753,0.95842,0.96544,0.83793,0.51023,0.40159,0.84741,0.000561055,0.000561055,0.000561055
52,489.159,0.57796,0.39909,0.8263,0.98016,0.95824,0.9627,0.83966,0.50012,0.39505,0.84291,0.000550056,0.000550056,0.000550056
53,498.47,0.5795,0.39312,0.82779,0.96531,0.96716,0.9654,0.83594,0.51514,0.3972,0.84923,0.000539057,0.000539057,0.000539057
54,507.77,0.59535,0.39967,0.83218,0.97637,0.95906,0.96332,0.837,0.52445,0.40139,0.84742,0.000528058,0.000528058,0.000528058
55,517.093,0.5671,0.38391,0.83137,0.97279,0.96288,0.96481,0.83711,0.50066,0.37508,0.8394,0.000517059,0.000517059,0.000517059
56,526.412,0.60342,0.41225,0.82825,0.96894,0.95207,0.95865,0.83441,0.50144,0.38261,0.85014,0.00050606,0.00050606,0.00050606
57,535.846,0.57349,0.39728,0.83011,0.97542,0.95965,0.96571,0.84378,0.48509,0.36429,0.83879,0.000495062,0.000495062,0.000495062
58,545.132,0.55598,0.38589,0.82128,0.97574,0.9596,0.96489,0.8491,0.4898,0.38304,0.84378,0.000484063,0.000484063,0.000484063
59,554.417,0.55944,0.38603,0.81794,0.97975,0.96187,0.96468,0.83566,0.50611,0.38398,0.84757,0.000473064,0.000473064,0.000473064
60,563.714,0.57074,0.39183,0.82827,0.96813,0.96493,0.96259,0.84232,0.49144,0.37013,0.84737,0.000462065,0.000462065,0.000462065
61,573.034,0.56159,0.38777,0.82681,0.97269,0.95537,0.96281,0.83574,0.51096,0.38109,0.84405,0.000451066,0.000451066,0.000451066
62,582.443,0.57377,0.38872,0.82501,0.96993,0.95593,0.96237,0.84797,0.48795,0.37826,0.83738,0.000440067,0.000440067,0.000440067
63,591.75,0.54473,0.37338,0.82658,0.97656,0.95374,0.96228,0.84753,0.47392,0.37176,0.83794,0.000429068,0.000429068,0.000429068
64,601.045,0.53916,0.36447,0.81992,0.97483,0.95283,0.96349,0.8439,0.50272,0.37646,0.83504,0.000418069,0.000418069,0.000418069
65,610.356,0.54884,0.37282,0.8165,0.96922,0.95616,0.96211,0.85609,0.47797,0.36584,0.83571,0.00040707,0.00040707,0.00040707
66,619.773,0.52516,0.35879,0.81441,0.97613,0.95874,0.9643,0.85175,0.47229,0.35612,0.83451,0.000396071,0.000396071,0.000396071
67,629.098,0.51361,0.35422,0.81566,0.97597,0.95688,0.96461,0.85394,0.46593,0.35766,0.8341,0.000385073,0.000385073,0.000385073
68,638.528,0.53415,0.36798,0.81503,0.97449,0.9633,0.96705,0.8516,0.4744,0.34774,0.83696,0.000374074,0.000374074,0.000374074
69,647.869,0.52221,0.35684,0.82375,0.98023,0.95581,0.96784,0.85027,0.47035,0.3635,0.83641,0.000363075,0.000363075,0.000363075
70,657.217,0.51859,0.35393,0.81477,0.97257,0.95953,0.96311,0.84841,0.47869,0.36132,0.83441,0.000352076,0.000352076,0.000352076
71,666.604,0.51999,0.36331,0.81948,0.97743,0.95376,0.9646,0.85078,0.47614,0.36121,0.83497,0.000341077,0.000341077,0.000341077
72,675.939,0.51444,0.35052,0.80999,0.96784,0.96556,0.96755,0.85661,0.4684,0.357,0.83791,0.000330078,0.000330078,0.000330078
73,685.346,0.51608,0.3619,0.81404,0.98111,0.95151,0.96366,0.84666,0.47551,0.36422,0.84002,0.000319079,0.000319079,0.000319079
74,694.762,0.52477,0.34678,0.81584,0.9765,0.9499,0.96374,0.84554,0.47742,0.36669,0.83926,0.00030808,0.00030808,0.00030808
75,704.096,0.50661,0.33662,0.8122,0.97315,0.95676,0.96364,0.85243,0.46238,0.35626,0.83584,0.000297081,0.000297081,0.000297081
76,713.437,0.50394,0.3395,0.81788,0.9773,0.95731,0.96348,0.85275,0.45302,0.34978,0.83557,0.000286083,0.000286083,0.000286083
77,722.793,0.50605,0.34151,0.81211,0.97328,0.95726,0.96376,0.84623,0.47508,0.37249,0.83802,0.000275084,0.000275084,0.000275084
78,732.105,0.49512,0.33322,0.81906,0.97004,0.95516,0.96297,0.85005,0.46143,0.36222,0.83393,0.000264085,0.000264085,0.000264085
79,741.52,0.52233,0.34668,0.81473,0.97666,0.94862,0.96392,0.86104,0.46036,0.35972,0.83593,0.000253086,0.000253086,0.000253086
80,750.912,0.48134,0.33051,0.80948,0.97603,0.94857,0.96208,0.86147,0.44605,0.35768,0.83721,0.000242087,0.000242087,0.000242087
81,760.319,0.49879,0.32368,0.81151,0.97464,0.94731,0.96041,0.85417,0.45013,0.35992,0.82779,0.000231088,0.000231088,0.000231088
82,769.644,0.49146,0.32543,0.8118,0.97796,0.94863,0.95842,0.85255,0.45615,0.36106,0.83345,0.000220089,0.000220089,0.000220089
83,778.959,0.50008,0.32752,0.8179,0.97945,0.95294,0.96085,0.86281,0.44142,0.34525,0.83116,0.00020909,0.00020909,0.00020909
84,788.594,0.49364,0.33039,0.82018,0.97454,0.95887,0.96054,0.85698,0.45134,0.34837,0.8389,0.000198091,0.000198091,0.000198091
85,797.918,0.49144,0.33005,0.80823,0.97769,0.95816,0.95995,0.8517,0.47342,0.35429,0.83625,0.000187092,0.000187092,0.000187092
86,807.224,0.49356,0.32995,0.80748,0.97306,0.95509,0.96022,0.85827,0.46128,0.36408,0.83816,0.000176094,0.000176094,0.000176094
87,816.543,0.48337,0.32379,0.81385,0.97439,0.95245,0.9591,0.85491,0.47039,0.36447,0.84237,0.000165095,0.000165095,0.000165095
88,825.86,0.46157,0.30908,0.80619,0.97464,0.95522,0.96062,0.86003,0.44331,0.34678,0.83436,0.000154096,0.000154096,0.000154096
89,835.31,0.46472,0.30678,0.80133,0.97143,0.96127,0.96349,0.86096,0.43636,0.33583,0.83357,0.000143097,0.000143097,0.000143097
90,844.615,0.47349,0.31552,0.81367,0.96703,0.9627,0.96595,0.8631,0.42409,0.33875,0.83311,0.000132098,0.000132098,0.000132098
91,854.684,0.43528,0.29484,0.80025,0.97225,0.95594,0.96365,0.85703,0.44666,0.34294,0.8323,0.000121099,0.000121099,0.000121099
92,863.944,0.43163,0.2968,0.79969,0.97213,0.95254,0.96504,0.86249,0.45477,0.3481,0.833,0.0001101,0.0001101,0.0001101
93,873.213,0.42631,0.28626,0.79244,0.96746,0.95229,0.96596,0.868,0.44706,0.33933,0.83152,9.91012e-05,9.91012e-05,9.91012e-05
94,882.703,0.42361,0.27976,0.80148,0.97914,0.94892,0.96415,0.86248,0.44087,0.33815,0.83075,8.81023e-05,8.81023e-05,8.81023e-05
95,892.094,0.41028,0.28019,0.78939,0.96236,0.96143,0.96348,0.86086,0.44821,0.34091,0.8337,7.71034e-05,7.71034e-05,7.71034e-05
96,901.616,0.41939,0.27792,0.79204,0.96743,0.95794,0.96347,0.86312,0.43921,0.33873,0.83227,6.61045e-05,6.61045e-05,6.61045e-05
97,911.782,0.40444,0.26787,0.79589,0.96897,0.95428,0.96284,0.8623,0.44084,0.34062,0.83186,5.51056e-05,5.51056e-05,5.51056e-05
98,921.921,0.40762,0.26744,0.79631,0.97143,0.95378,0.96295,0.86303,0.43771,0.34271,0.83421,4.41067e-05,4.41067e-05,4.41067e-05
99,932.063,0.40668,0.26878,0.79166,0.9737,0.95215,0.96272,0.86105,0.44282,0.34049,0.83178,3.31078e-05,3.31078e-05,3.31078e-05
100,942.216,0.40726,0.27204,0.79704,0.97469,0.94915,0.96301,0.86033,0.44012,0.33983,0.83192,2.21089e-05,2.21089e-05,2.21089e-05
