epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,208.535,0.41717,0.33454,0.79921,0.97581,0.96753,0.98343,0.85551,0.44895,0.33278,0.79423,0.000557,0.000557,0.000557
58,212.163,0.44016,0.34961,0.80468,0.9814,0.9659,0.98079,0.83788,0.47691,0.35716,0.79552,0.000544625,0.000544625,0.000544625
59,215.788,0.43993,0.33439,0.79094,0.98493,0.9681,0.98163,0.84651,0.46181,0.32454,0.79286,0.00053225,0.00053225,0.00053225
60,219.393,0.42282,0.33126,0.79693,0.97737,0.9744,0.98265,0.87268,0.4339,0.31541,0.79251,0.000519875,0.000519875,0.000519875
61,223.021,0.40475,0.32084,0.78925,0.98218,0.97591,0.98313,0.86804,0.44152,0.31854,0.7944,0.0005075,0.0005075,0.0005075
62,226.609,0.40583,0.32087,0.79229,0.98642,0.98152,0.98202,0.87017,0.44654,0.31311,0.79703,0.000495125,0.000495125,0.000495125
63,230.216,0.42897,0.32753,0.79984,0.98794,0.97602,0.98165,0.87081,0.40825,0.31318,0.79213,0.00048275,0.00048275,0.00048275
64,233.816,0.41322,0.31807,0.79468,0.99339,0.97735,0.98234,0.86424,0.42042,0.31266,0.79457,0.000470375,0.000470375,0.000470375
65,237.401,0.42134,0.32521,0.78785,0.98158,0.96993,0.97923,0.87353,0.40779,0.31657,0.79523,0.000458,0.000458,0.000458
66,241.047,0.38521,0.2967,0.78518,0.98846,0.97762,0.9836,0.8683,0.41554,0.30829,0.79523,0.000445625,0.000445625,0.000445625
67,244.653,0.40267,0.32125,0.80389,0.97914,0.97424,0.98168,0.86908,0.4098,0.31054,0.79435,0.00043325,0.00043325,0.00043325
68,248.256,0.40932,0.31844,0.79428,0.96981,0.95584,0.98085,0.85277,0.42799,0.32668,0.79275,0.000420875,0.000420875,0.000420875
69,251.858,0.40078,0.31778,0.79446,0.95621,0.97741,0.98043,0.8533,0.43813,0.31643,0.79181,0.0004085,0.0004085,0.0004085
