epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,60.7577,1.19052,2.30276,1.49463,0.36757,0.46812,0.38151,0.2036,1.35925,10.5661,1.26825,0.000990365,0.000990365,0.000990365
43,61.9545,1.06434,1.96232,1.03653,0.45854,0.44286,0.36661,0.22759,1.39955,5.96789,1.35927,0.000973861,0.000973861,0.000973861
44,64.3096,1.11321,2.01796,1.0095,0.56174,0.48571,0.56259,0.3416,1.2864,2.00578,1.29296,0.000957358,0.000957358,0.000957358
45,65.5914,0.96086,1.56995,0.96265,0.56174,0.48571,0.56259,0.3416,1.2864,2.00578,1.29296,0.000940855,0.000940855,0.000940855
46,66.7586,0.917,1.33124,0.87442,0.72601,0.66005,0.7342,0.44038,1.18665,2.08166,1.19879,0.000924352,0.000924352,0.000924352
47,67.6926,1.08391,1.66255,0.92931,0.79773,0.71901,0.76243,0.44284,1.20329,2.04565,1.17425,0.000907848,0.000907848,0.000907848
48,68.7469,0.97302,1.53418,0.91879,0.87453,0.7779,0.77924,0.4911,1.20646,1.98442,1.16356,0.000891345,0.000891345,0.000891345
49,69.7513,1.06604,1.65385,0.88684,0.87453,0.7779,0.77924,0.4911,1.20646,1.98442,1.16356,0.000874842,0.000874842,0.000874842
50,70.5964,1.09896,1.53573,0.94886,0.8267,0.79429,0.76339,0.4889,1.22022,1.96575,1.1794,0.000858338,0.000858338,0.000858338
51,71.7163,0.99588,1.7816,1.07188,0.79069,0.89617,0.86531,0.58103,1.25742,1.63498,1.1868,0.000841835,0.000841835,0.000841835
52,72.7626,1.47078,2.60073,1.53073,0.72059,0.89356,0.89561,0.58889,1.23651,1.40456,1.16675,0.000825332,0.000825332,0.000825332
53,73.6793,0.92888,1.48612,1.01507,0.72059,0.89356,0.89561,0.58889,1.23651,1.40456,1.16675,0.000808828,0.000808828,0.000808828
54,74.6895,1.30352,2.00072,0.97769,0.87622,0.84932,0.93353,0.61949,1.2049,1.2911,1.1266,0.000792325,0.000792325,0.000792325
55,75.6569,0.96454,1.40758,0.96302,0.84275,0.90373,0.91621,0.6371,1.16773,1.26702,1.12051,0.000775822,0.000775822,0.000775822
56,77.3995,1.31961,3.28549,0.84545,0.91273,0.90836,0.93873,0.62377,1.1762,1.22009,1.12721,0.000759318,0.000759318,0.000759318
57,78.7153,0.9014,1.54182,0.87355,0.91273,0.90836,0.93873,0.62377,1.1762,1.22009,1.12721,0.000742815,0.000742815,0.000742815
58,80.2188,1.1706,1.57491,0.93036,0.91281,0.90257,0.95063,0.62494,1.21483,1.22986,1.1187,0.000726312,0.000726312,0.000726312
59,81.575,1.06746,1.5973,0.94583,0.87359,0.84703,0.92806,0.6399,1.18684,1.23169,1.10298,0.000709809,0.000709809,0.000709809
60,82.4936,0.91684,1.2514,1.04951,0.85281,0.92183,0.88632,0.65141,1.14554,1.20199,1.11024,0.000693305,0.000693305,0.000693305
61,83.5762,1.1114,1.51578,0.97364,0.85281,0.92183,0.88632,0.65141,1.14554,1.20199,1.11024,0.000676802,0.000676802,0.000676802
62,84.5386,0.90928,1.32653,0.9591,0.87493,0.90586,0.88559,0.66881,1.18226,1.24827,1.12379,0.000660299,0.000660299,0.000660299
63,85.4781,0.67591,3.82334,0.61943,0.81863,0.90742,0.87181,0.63962,1.16887,1.27571,1.10953,0.000643795,0.000643795,0.000643795
64,86.4229,0.73677,1.26078,0.85512,0.8727,0.81921,0.89955,0.61159,1.12447,1.20408,1.10909,0.000627292,0.000627292,0.000627292
65,87.7194,0.8961,1.31904,0.98476,0.8727,0.81921,0.89955,0.61159,1.12447,1.20408,1.10909,0.000610789,0.000610789,0.000610789
66,88.8507,0.94286,1.5461,0.90838,0.76688,0.87886,0.8886,0.61502,1.12918,1.16418,1.11729,0.000594286,0.000594286,0.000594286
67,89.7878,0.81102,1.17134,0.91682,0.76099,0.88444,0.8886,0.61747,1.14003,1.09667,1.12975,0.000577782,0.000577782,0.000577782
68,90.6927,0.95761,1.31479,0.89106,0.88988,0.75279,0.90026,0.64938,1.16389,1.11199,1.11736,0.000561279,0.000561279,0.000561279
69,91.8023,0.87501,1.31927,0.89057,0.88988,0.75279,0.90026,0.64938,1.16389,1.11199,1.11736,0.000544776,0.000544776,0.000544776
70,93.2874,0.79002,1.28028,0.92529,0.89558,0.7526,0.89133,0.61367,1.12205,1.10919,1.0817,0.000528272,0.000528272,0.000528272
71,95.3631,0.93495,1.32582,0.91146,0.90037,0.75075,0.90376,0.62632,1.10388,1.12606,1.06202,0.000511769,0.000511769,0.000511769
72,96.6276,0.95943,1.44655,1.03951,0.88993,0.75714,0.90376,0.64316,1.11324,1.10789,1.07223,0.000495266,0.000495266,0.000495266
73,97.5415,0.94575,1.53156,0.96923,0.88993,0.75714,0.90376,0.64316,1.11324,1.10789,1.07223,0.000478762,0.000478762,0.000478762
74,98.5153,0.78654,1.20977,0.88852,0.86104,0.97647,0.95222,0.6893,1.10777,1.08875,1.07874,0.000462259,0.000462259,0.000462259
75,99.7274,1.0353,1.48489,0.90036,0.84493,0.97779,0.95944,0.68534,1.11669,1.11462,1.08571,0.000445756,0.000445756,0.000445756
76,100.706,0.7319,0.99319,0.89269,0.93557,0.93337,0.96875,0.69474,1.11361,1.09592,1.09202,0.000429253,0.000429253,0.000429253
77,101.718,0.81505,1.19441,0.90819,0.93557,0.93337,0.96875,0.69474,1.11361,1.09592,1.09202,0.000412749,0.000412749,0.000412749
78,102.835,0.9085,1.1831,0.93289,0.92297,0.94844,0.96875,0.71231,1.11691,1.06956,1.07614,0.000396246,0.000396246,0.000396246
79,103.782,0.81018,1.1854,0.88172,0.9191,0.95068,0.96875,0.71002,1.09842,1.04856,1.05681,0.000379743,0.000379743,0.000379743
80,104.851,1.23458,1.63835,0.98034,0.86505,0.95536,0.95944,0.70451,1.10844,1.07379,1.0476,0.000363239,0.000363239,0.000363239
81,105.783,0.86902,1.32772,0.86717,0.86505,0.95536,0.95944,0.70451,1.10844,1.07379,1.0476,0.000346736,0.000346736,0.000346736
82,106.975,0.86337,1.28498,0.85208,0.86669,0.96548,0.95944,0.69546,1.09898,1.10696,1.03929,0.000330233,0.000330233,0.000330233
83,108.398,0.73554,1.03859,0.85315,0.86851,0.95369,0.95944,0.68621,1.09644,1.11899,1.03493,0.000313729,0.000313729,0.000313729
84,109.789,0.51822,3.0316,0.57294,0.86893,0.96855,0.92806,0.67279,1.11455,1.11365,1.03726,0.000297226,0.000297226,0.000297226
85,111.322,1.05281,1.23657,0.92521,0.86893,0.96855,0.92806,0.67279,1.11455,1.11365,1.03726,0.000280723,0.000280723,0.000280723
86,112.23,0.90974,1.18919,0.95364,0.86175,1,0.92806,0.67525,1.09899,1.11894,1.04737,0.00026422,0.00026422,0.00026422
87,113.535,0.80503,1.02701,0.90297,0.88617,1,0.94188,0.67978,1.11252,1.09081,1.05617,0.000247716,0.000247716,0.000247716
88,114.634,0.99553,1.22369,0.85009,0.89681,1,0.94188,0.67779,1.12092,1.08443,1.06435,0.000231213,0.000231213,0.000231213
89,115.644,0.72893,1.06458,0.85349,0.89681,1,0.94188,0.67779,1.12092,1.08443,1.06435,0.00021471,0.00021471,0.00021471
90,116.59,1.03626,1.23921,0.90746,0.90689,1,0.94188,0.68159,1.14541,1.07037,1.06523,0.000198206,0.000198206,0.000198206
91,118.937,0.84042,1.33037,0.88689,0.91761,1,0.94188,0.65943,1.12908,1.04721,1.05487,0.000181703,0.000181703,0.000181703
92,120.291,0.80854,1.48289,0.86969,0.9238,0.99717,0.94188,0.65768,1.12187,1.0431,1.04768,0.0001652,0.0001652,0.0001652
93,121.272,0.7606,1.22345,0.89518,0.9238,0.99717,0.94188,0.65768,1.12187,1.0431,1.04768,0.000148696,0.000148696,0.000148696
94,122.523,0.73165,1.12828,0.91837,0.93047,0.99532,0.94188,0.67166,1.1146,1.04029,1.04547,0.000132193,0.000132193,0.000132193
95,123.9,0.93356,1.5436,0.85282,0.93171,0.99224,0.94188,0.66155,1.11024,1.05425,1.04538,0.00011569,0.00011569,0.00011569
96,125.316,1.02437,1.27172,0.96241,0.93209,0.99147,0.94188,0.65972,1.09479,1.05395,1.04057,9.91865e-05,9.91865e-05,9.91865e-05
97,126.52,0.76948,1.31284,0.90825,0.93209,0.99147,0.94188,0.65972,1.09479,1.05395,1.04057,8.26832e-05,8.26832e-05,8.26832e-05
98,127.366,0.9224,1.37542,0.82349,0.93139,0.99037,0.94188,0.66652,1.08759,1.03634,1.03761,6.61799e-05,6.61799e-05,6.61799e-05
99,128.341,0.75487,1.24525,0.89958,0.92841,0.98932,0.95063,0.67695,1.08663,1.02273,1.03301,4.96766e-05,4.96766e-05,4.96766e-05
100,129.352,0.71024,1.26905,0.87533,0.9283,0.98941,0.95063,0.67331,1.09328,1.01491,1.03472,3.31733e-05,3.31733e-05,3.31733e-05
